client_id,name,email,order_no,time,exchange,side,symbol,qty,price
CL0089,Kabir Khan,CL0089@example.com,1254013245,11:00:20,BSE,B,HDFCBANK,419,927.08
CL0089,Kabir Khan,CL0089@example.com,1195921241,14:52:57,NSE,S,ITC,469,1386.84
CL0089,Kabir Khan,CL0089@example.com,1562198153,14:32:23,BSE,B,TATAMOTORS,390,577.39
CL0089,Kabir Khan,CL0089@example.com,1192216337,14:49:26,NSE,S,INFY,223,3493.84
CL0090,Diya Sharma,CL0090@example.com,1785805365,09:01:38,NSE,B,BHARTIARTL,43,3670.92
CL0090,Diya Sharma,CL0090@example.com,1967791347,14:42:39,BSE,B,ITC,109,3185.59
CL0090,Diya Sharma,CL0090@example.com,1561707121,14:14:32,BSE,S,HDFCBANK,49,3489.46
CL0090,Diya Sharma,CL0090@example.com,1408069292,10:56:22,BSE,S,ITC,138,3460.13
CL0090,Diya Sharma,CL0090@example.com,1204095815,11:21:55,BSE,B,RELIANCE,432,1884.35
CL0090,Diya Sharma,CL0090@example.com,1585840823,12:28:00,BSE,S,SBIN,44,3279.91
CL0090,Diya Sharma,CL0090@example.com,1280948125,14:34:45,NSE,S,INFY,192,2484.84
CL0090,Diya Sharma,CL0090@example.com,1801483542,12:49:20,NSE,B,INFY,380,3822.22
CL0091,Meera Gupta,CL0091@example.com,1149484782,10:00:51,NSE,S,TATAMOTORS,252,1545.45
CL0091,Meera Gupta,CL0091@example.com,1328644635,14:28:49,BSE,B,ITC,400,1575.27
CL0091,Meera Gupta,CL0091@example.com,1774673714,10:37:53,BSE,S,TCS,302,3404.20
CL0091,Meera Gupta,CL0091@example.com,1161310504,09:48:22,BSE,S,INFY,160,3067.71
CL0091,Meera Gupta,CL0091@example.com,1103099090,14:05:06,BSE,B,WIPRO,408,1064.92
CL0091,Meera Gupta,CL0091@example.com,1203888982,12:17:27,NSE,B,TATAMOTORS,471,3486.27
CL0091,Meera Gupta,CL0091@example.com,1696601226,14:21:24,BSE,B,HDFCBANK,143,3647.51
CL0091,Meera Gupta,CL0091@example.com,1939778982,12:15:14,NSE,B,INFY,294,3548.71
CL0091,Meera Gupta,CL0091@example.com,1441364339,11:49:03,NSE,S,ITC,21,1190.82
CL0091,Meera Gupta,CL0091@example.com,1881830779,11:05:47,NSE,B,ITC,425,3194.47
CL0091,Meera Gupta,CL0091@example.com,1336651669,12:56:43,BSE,B,ICICIBANK,176,1141.39
CL0092,Diya Khan,CL0092@example.com,1605896384,11:11:12,BSE,B,RELIANCE,236,317.85
CL0092,Diya Khan,CL0092@example.com,1822392207,11:56:53,BSE,B,ITC,406,1799.51
CL0092,Diya Khan,CL0092@example.com,1933770889,09:18:09,BSE,B,BHARTIARTL,320,3370.12
CL0092,Diya Khan,CL0092@example.com,1946021349,10:22:46,BSE,B,TATAMOTORS,445,2559.61
CL0092,Diya Khan,CL0092@example.com,1989578295,09:47:26,BSE,B,INFY,36,2945.63
CL0093,Sara Das,CL0093@example.com,1757237284,12:09:14,BSE,S,HDFCBANK,296,1264.29
CL0093,Sara Das,CL0093@example.com,1727055915,13:29:19,BSE,B,HDFCBANK,198,2091.00
CL0093,Sara Das,CL0093@example.com,1648767298,10:32:55,BSE,S,ICICIBANK,494,2707.78
CL0093,Sara Das,CL0093@example.com,1530141168,14:59:27,BSE,B,RELIANCE,122,2399.62
CL0093,Sara Das,CL0093@example.com,1883561399,11:43:16,BSE,B,TCS,402,1272.55
CL0093,Sara Das,CL0093@example.com,1472353962,09:27:51,BSE,B,BHARTIARTL,182,1755.81
CL0093,Sara Das,CL0093@example.com,1565170133,10:50:18,BSE,S,ITC,442,535.74
CL0093,Sara Das,CL0093@example.com,1340959794,10:18:43,BSE,B,WIPRO,349,1382.90
CL0093,Sara Das,CL0093@example.com,1241419912,13:52:56,NSE,S,RELIANCE,443,1488.42
CL0094,Sara Singh,CL0094@example.com,1901276999,13:01:31,NSE,B,ITC,159,1675.36
CL0094,Sara Singh,CL0094@example.com,1839725886,09:44:12,NSE,S,WIPRO,464,999.41
CL0094,Sara Singh,CL0094@example.com,1175661119,09:17:14,BSE,B,RELIANCE,27,3332.79
CL0094,Sara Singh,CL0094@example.com,1674675577,13:37:59,BSE,S,ICICIBANK,5,2873.86
CL0094,Sara Singh,CL0094@example.com,1217996475,11:27:33,NSE,B,BHARTIARTL,485,1916.85
CL0094,Sara Singh,CL0094@example.com,1593304028,13:14:11,NSE,S,RELIANCE,243,519.49
CL0095,Arjun Das,CL0095@example.com,1567363378,09:07:16,BSE,B,RELIANCE,361,2261.17
CL0095,Arjun Das,CL0095@example.com,1133928400,09:02:30,NSE,B,BHARTIARTL,198,571.83
CL0095,Arjun Das,CL0095@example.com,1519593695,13:30:06,NSE,S,BHARTIARTL,346,3013.41
CL0096,Kabir Gupta,CL0096@example.com,1473982366,13:10:20,BSE,S,INFY,246,3505.46
CL0096,Kabir Gupta,CL0096@example.com,1407057063,09:19:59,NSE,S,TATAMOTORS,344,1949.07
CL0096,Kabir Gupta,CL0096@example.com,1196412503,14:02:44,NSE,S,TATAMOTORS,236,2867.47
CL0096,Kabir Gupta,CL0096@example.com,1123276760,13:28:17,NSE,B,INFY,196,1369.75
CL0096,Kabir Gupta,CL0096@example.com,1585223285,13:11:18,BSE,B,HDFCBANK,315,2852.39
CL0096,Kabir Gupta,CL0096@example.com,1949298704,12:39:58,BSE,S,WIPRO,399,2081.68
CL0097,Kabir Nair,CL0097@example.com,1465436747,09:13:17,NSE,S,ICICIBANK,422,1540.87
CL0097,Kabir Nair,CL0097@example.com,1604956937,14:39:32,NSE,S,SBIN,346,2929.81
CL0097,Kabir Nair,CL0097@example.com,1916628436,14:20:44,BSE,B,TCS,406,1902.11
CL0097,Kabir Nair,CL0097@example.com,1952719038,11:44:07,NSE,B,TCS,245,1767.81
CL0097,Kabir Nair,CL0097@example.com,1134837114,12:47:49,NSE,B,TATAMOTORS,399,3779.37
CL0097,Kabir Nair,CL0097@example.com,1221216629,13:48:07,BSE,S,INFY,216,1102.99
CL0097,Kabir Nair,CL0097@example.com,1508536012,13:50:47,NSE,B,WIPRO,419,1035.78
CL0097,Kabir Nair,CL0097@example.com,1879792874,11:21:06,NSE,B,HDFCBANK,299,626.93
CL0098,Ananya Gupta,CL0098@example.com,1330829864,11:47:00,BSE,S,INFY,453,849.97
CL0098,Ananya Gupta,CL0098@example.com,1384119241,11:51:20,NSE,S,BHARTIARTL,178,2703.01
CL0098,Ananya Gupta,CL0098@example.com,1285715039,14:52:13,BSE,S,ITC,325,3239.49
CL0099,Rohan Gupta,CL0099@example.com,1848774945,09:55:21,NSE,B,SBIN,258,259.33
CL0099,Rohan Gupta,CL0099@example.com,1810609838,13:35:01,BSE,B,BHARTIARTL,231,3480.22
CL0099,Rohan Gupta,CL0099@example.com,1193858926,09:23:07,BSE,S,RELIANCE,373,1036.81
CL0099,Rohan Gupta,CL0099@example.com,1394019859,13:37:53,BSE,S,WIPRO,314,1038.69
CL0099,Rohan Gupta,CL0099@example.com,1731185745,11:31:00,BSE,S,ITC,414,940.82
CL0099,Rohan Gupta,CL0099@example.com,1478222466,14:39:36,BSE,S,ICICIBANK,400,2313.11
CL0099,Rohan Gupta,CL0099@example.com,1929846632,14:57:58,NSE,S,TCS,5,3790.98
CL0099,Rohan Gupta,CL0099@example.com,1898272846,09:14:41,BSE,S,BHARTIARTL,481,1430.49
CL0099,Rohan Gupta,CL0099@example.com,1765846119,11:51:53,BSE,B,BHARTIARTL,74,3094.74
CL0099,Rohan Gupta,CL0099@example.com,1906957756,14:00:17,BSE,S,RELIANCE,118,2914.08
CL0099,Rohan Gupta,CL0099@example.com,1779538395,09:35:02,NSE,B,TCS,158,2504.17
CL0100,Ananya Singh,CL0100@example.com,1530617201,12:15:34,BSE,B,TATAMOTORS,77,1338.36
CL0100,Ananya Singh,CL0100@example.com,1181187086,09:25:26,NSE,B,SBIN,187,2830.41
CL0100,Ananya Singh,CL0100@example.com,1871424622,12:06:25,NSE,S,SBIN,324,1421.63
CL0100,Ananya Singh,CL0100@example.com,1725534398,12:35:45,NSE,S,TATAMOTORS,79,2603.59
CL0100,Ananya Singh,CL0100@example.com,1324361957,11:17:47,NSE,S,RELIANCE,488,3565.24
CL0100,Ananya Singh,CL0100@example.com,1393731180,12:12:26,NSE,B,TCS,226,3614.48
CL0101,Arjun Nair,CL0101@example.com,1116200365,12:04:35,BSE,S,INFY,81,3675.72
CL0101,Arjun Nair,CL0101@example.com,1999378574,10:22:26,BSE,S,ICICIBANK,428,1125.50
CL0101,Arjun Nair,CL0101@example.com,1390526686,10:23:07,NSE,B,RELIANCE,497,2243.07
CL0101,Arjun Nair,CL0101@example.com,1641860485,11:12:04,NSE,B,WIPRO,160,2495.39
CL0102,Kabir Nair,CL0102@example.com,1289546510,12:31:13,BSE,B,ITC,95,1791.21
CL0102,Kabir Nair,CL0102@example.com,1534333451,12:10:44,NSE,B,HDFCBANK,473,1646.68
CL0102,Kabir Nair,CL0102@example.com,1617828102,11:52:36,NSE,S,BHARTIARTL,156,2385.46
CL0102,Kabir Nair,CL0102@example.com,1304336197,10:53:25,BSE,S,TATAMOTORS,16,3800.87
CL0102,Kabir Nair,CL0102@example.com,1927892226,10:03:53,NSE,S,BHARTIARTL,50,929.37
CL0102,Kabir Nair,CL0102@example.com,1450473728,13:43:39,NSE,B,RELIANCE,113,336.29
CL0102,Kabir Nair,CL0102@example.com,1368350768,10:27:33,NSE,B,ITC,363,3850.00
CL0102,Kabir Nair,CL0102@example.com,1433793532,13:05:41,NSE,S,HDFCBANK,500,3433.86
CL0103,Sara Iyer,CL0103@example.com,1694518662,09:14:30,BSE,B,ICICIBANK,184,1618.56
CL0103,Sara Iyer,CL0103@example.com,1885147050,12:16:18,BSE,S,WIPRO,206,3675.01
CL0103,Sara Iyer,CL0103@example.com,1664650852,09:02:21,NSE,S,SBIN,400,3654.61
CL0103,Sara Iyer,CL0103@example.com,1754364006,12:48:17,NSE,B,ICICIBANK,303,2340.18
CL0103,Sara Iyer,CL0103@example.com,1475622584,10:22:43,BSE,S,WIPRO,267,902.30
CL0103,Sara Iyer,CL0103@example.com,1471413859,13:42:59,BSE,B,HDFCBANK,169,418.30
CL0103,Sara Iyer,CL0103@example.com,1556608280,13:04:00,NSE,S,WIPRO,443,313.91
CL0103,Sara Iyer,CL0103@example.com,1183413786,11:35:07,BSE,S,INFY,459,549.48
CL0104,Sara Gupta,CL0104@example.com,1724641973,11:34:52,NSE,B,WIPRO,243,174.16
CL0104,Sara Gupta,CL0104@example.com,1156667635,11:12:06,BSE,S,HDFCBANK,26,1490.68
CL0104,Sara Gupta,CL0104@example.com,1602548369,09:34:00,NSE,S,WIPRO,246,3875.56
CL0104,Sara Gupta,CL0104@example.com,1574298345,09:25:26,BSE,S,ICICIBANK,316,1620.22
CL0104,Sara Gupta,CL0104@example.com,1862283654,10:43:57,BSE,S,ICICIBANK,289,2607.87
CL0104,Sara Gupta,CL0104@example.com,1275788797,13:42:50,BSE,S,SBIN,195,3435.90
CL0104,Sara Gupta,CL0104@example.com,1409023620,13:16:08,BSE,B,SBIN,345,467.37
CL0104,Sara Gupta,CL0104@example.com,1141632121,13:04:30,BSE,B,TATAMOTORS,289,2105.91
CL0104,Sara Gupta,CL0104@example.com,1677897655,14:13:40,BSE,B,ICICIBANK,85,1117.17
CL0105,Ananya Sharma,CL0105@example.com,1223122361,14:11:34,BSE,B,RELIANCE,361,559.74
CL0105,Ananya Sharma,CL0105@example.com,1629715881,09:17:52,BSE,S,ICICIBANK,380,1267.22
CL0105,Ananya Sharma,CL0105@example.com,1376664985,13:28:30,BSE,B,ITC,274,3737.10
CL0105,Ananya Sharma,CL0105@example.com,1216644343,11:34:45,BSE,S,BHARTIARTL,265,3544.37
CL0105,Ananya Sharma,CL0105@example.com,1306643867,10:38:24,NSE,S,RELIANCE,208,2109.68
CL0105,Ananya Sharma,CL0105@example.com,1385839292,10:54:25,NSE,S,INFY,465,372.64
CL0106,Ishaan Sharma,CL0106@example.com,1392383531,14:37:54,NSE,S,SBIN,362,3405.98
CL0106,Ishaan Sharma,CL0106@example.com,1716375976,13:57:40,BSE,B,INFY,206,776.93
CL0106,Ishaan Sharma,CL0106@example.com,1294856852,09:31:40,BSE,S,WIPRO,404,761.31
CL0106,Ishaan Sharma,CL0106@example.com,1688214542,12:03:19,BSE,S,BHARTIARTL,429,3850.93
CL0106,Ishaan Sharma,CL0106@example.com,1909925243,14:51:38,NSE,S,INFY,89,1997.18
CL0106,Ishaan Sharma,CL0106@example.com,1354790251,13:45:10,NSE,S,INFY,168,3528.16
CL0106,Ishaan Sharma,CL0106@example.com,1781591418,13:29:21,NSE,B,WIPRO,438,3966.69
CL0106,Ishaan Sharma,CL0106@example.com,1823842636,12:54:24,BSE,B,ITC,46,1828.54
CL0106,Ishaan Sharma,CL0106@example.com,1622663903,10:48:25,NSE,S,ITC,261,475.74
CL0107,Ishaan Iyer,CL0107@example.com,1992942696,13:32:35,BSE,B,RELIANCE,458,463.60
CL0107,Ishaan Iyer,CL0107@example.com,1678438859,09:38:08,BSE,S,ICICIBANK,163,319.16
CL0107,Ishaan Iyer,CL0107@example.com,1607032441,09:56:58,BSE,B,WIPRO,475,1804.68
CL0107,Ishaan Iyer,CL0107@example.com,1302036380,10:51:29,BSE,S,WIPRO,118,2288.44
CL0107,Ishaan Iyer,CL0107@example.com,1727351618,13:17:16,BSE,S,ICICIBANK,221,1462.81
CL0107,Ishaan Iyer,CL0107@example.com,1716017732,14:51:28,BSE,B,BHARTIARTL,366,3003.42
CL0107,Ishaan Iyer,CL0107@example.com,1669487977,12:25:40,BSE,B,ITC,149,655.37
CL0107,Ishaan Iyer,CL0107@example.com,1234724541,13:30:51,NSE,B,TCS,351,1871.70
CL0107,Ishaan Iyer,CL0107@example.com,1144036308,12:22:28,BSE,S,TATAMOTORS,487,629.09
CL0108,Vihaan Khan,CL0108@example.com,1638881014,14:09:01,BSE,S,ICICIBANK,14,1379.41
CL0108,Vihaan Khan,CL0108@example.com,1542988089,14:36:40,NSE,B,SBIN,405,1259.52
CL0108,Vihaan Khan,CL0108@example.com,1601341153,09:56:11,BSE,S,TATAMOTORS,276,1654.63
CL0108,Vihaan Khan,CL0108@example.com,1363228790,14:31:23,NSE,S,HDFCBANK,416,2697.23
CL0109,Ananya Reddy,CL0109@example.com,1479485380,13:30:55,BSE,S,SBIN,475,3741.91
CL0109,Ananya Reddy,CL0109@example.com,1715895637,12:51:06,NSE,S,SBIN,24,2826.92
CL0109,Ananya Reddy,CL0109@example.com,1649317203,14:14:34,BSE,B,SBIN,476,1684.10
CL0109,Ananya Reddy,CL0109@example.com,1324004372,09:04:22,NSE,S,ITC,396,2149.92
CL0110,Rohan Singh,CL0110@example.com,1912708283,09:48:45,NSE,S,TATAMOTORS,373,618.59
CL0110,Rohan Singh,CL0110@example.com,1166055660,10:42:16,BSE,S,WIPRO,151,1601.44
CL0110,Rohan Singh,CL0110@example.com,1708841138,10:24:52,BSE,B,WIPRO,303,3512.47
CL0110,Rohan Singh,CL0110@example.com,1930442876,14:18:13,NSE,B,INFY,399,319.17
CL0110,Rohan Singh,CL0110@example.com,1365447965,10:52:41,BSE,B,WIPRO,28,3533.55
CL0110,Rohan Singh,CL0110@example.com,1754111654,12:31:40,BSE,B,ICICIBANK,449,2682.71
CL0110,Rohan Singh,CL0110@example.com,1128136913,11:59:41,BSE,S,TCS,416,777.40
CL0110,Rohan Singh,CL0110@example.com,1134080451,12:21:38,NSE,B,ICICIBANK,267,604.31
CL0111,Diya Khan,CL0111@example.com,1412076053,10:49:53,BSE,S,TATAMOTORS,29,1360.19
CL0111,Diya Khan,CL0111@example.com,1896713333,09:48:31,NSE,S,HDFCBANK,392,3658.92
CL0111,Diya Khan,CL0111@example.com,1583204669,11:25:05,BSE,S,ICICIBANK,165,3305.09
CL0111,Diya Khan,CL0111@example.com,1948261181,10:09:30,BSE,B,ICICIBANK,464,3006.62
CL0111,Diya Khan,CL0111@example.com,1741540816,13:19:51,NSE,B,ICICIBANK,122,3042.19
CL0111,Diya Khan,CL0111@example.com,1924295864,09:15:48,BSE,B,INFY,336,2017.00
CL0111,Diya Khan,CL0111@example.com,1299164887,13:44:04,BSE,B,ICICIBANK,26,312.03
CL0111,Diya Khan,CL0111@example.com,1522002229,12:19:21,NSE,B,TCS,82,1850.14
CL0111,Diya Khan,CL0111@example.com,1516727242,12:22:04,BSE,S,SBIN,170,3867.89
CL0112,Ishaan Sharma,CL0112@example.com,1980734746,13:14:45,BSE,S,INFY,277,1000.23
CL0112,Ishaan Sharma,CL0112@example.com,1886883062,14:59:41,BSE,S,INFY,23,2002.97
CL0112,Ishaan Sharma,CL0112@example.com,1707005879,13:52:01,BSE,S,TATAMOTORS,244,649.83
CL0112,Ishaan Sharma,CL0112@example.com,1953580465,12:40:07,BSE,B,ITC,369,3747.63
CL0112,Ishaan Sharma,CL0112@example.com,1516198872,12:00:50,NSE,S,ICICIBANK,145,2984.86
CL0112,Ishaan Sharma,CL0112@example.com,1362211986,11:55:35,BSE,S,ICICIBANK,198,3641.49
CL0113,Rohan Reddy,CL0113@example.com,1916221672,12:23:16,BSE,B,TATAMOTORS,145,2161.00
CL0113,Rohan Reddy,CL0113@example.com,1561497044,11:08:58,BSE,B,SBIN,229,593.27
CL0113,Rohan Reddy,CL0113@example.com,1384960178,10:32:42,NSE,B,WIPRO,414,3505.94
CL0114,Diya Nair,CL0114@example.com,1223125310,12:41:19,NSE,S,TCS,89,852.69
CL0114,Diya Nair,CL0114@example.com,1172208152,10:05:34,BSE,S,ICICIBANK,86,3791.61
CL0114,Diya Nair,CL0114@example.com,1733466149,13:07:30,BSE,B,BHARTIARTL,56,284.56
CL0114,Diya Nair,CL0114@example.com,1258869324,11:55:30,NSE,S,BHARTIARTL,281,2105.57
CL0114,Diya Nair,CL0114@example.com,1371263454,12:05:29,NSE,S,SBIN,158,2332.00
CL0114,Diya Nair,CL0114@example.com,1418922099,10:58:33,NSE,S,WIPRO,476,1284.67
CL0114,Diya Nair,CL0114@example.com,1306699139,13:01:12,NSE,S,HDFCBANK,90,680.20
CL0114,Diya Nair,CL0114@example.com,1191169607,14:41:55,NSE,S,BHARTIARTL,411,3334.75
CL0114,Diya Nair,CL0114@example.com,1666902947,09:36:44,BSE,B,RELIANCE,126,956.91
CL0115,Vihaan Patel,CL0115@example.com,1806037959,12:15:42,BSE,S,BHARTIARTL,395,1897.59
CL0115,Vihaan Patel,CL0115@example.com,1353051179,14:11:06,BSE,B,ICICIBANK,175,2668.84
CL0115,Vihaan Patel,CL0115@example.com,1763407304,12:17:22,BSE,S,HDFCBANK,40,2312.29
CL0115,Vihaan Patel,CL0115@example.com,1189239850,09:13:18,NSE,B,ICICIBANK,434,2292.65
CL0116,Vihaan Khan,CL0116@example.com,1561335941,10:06:09,NSE,S,ITC,297,930.94
CL0116,Vihaan Khan,CL0116@example.com,1955689604,14:02:51,BSE,S,ITC,164,3776.85
CL0116,Vihaan Khan,CL0116@example.com,1637407007,11:56:59,NSE,S,TATAMOTORS,85,460.02
CL0116,Vihaan Khan,CL0116@example.com,1356667195,10:58:58,BSE,B,TCS,86,3063.61
CL0116,Vihaan Khan,CL0116@example.com,1144174753,14:39:14,BSE,S,RELIANCE,208,1212.59
CL0116,Vihaan Khan,CL0116@example.com,1477892228,11:55:55,NSE,S,TCS,383,1085.49
CL0117,Ananya Sharma,CL0117@example.com,1942564360,10:50:57,BSE,B,SBIN,461,1882.41
CL0117,Ananya Sharma,CL0117@example.com,1813956338,13:41:50,NSE,S,BHARTIARTL,152,3732.05
CL0117,Ananya Sharma,CL0117@example.com,1827416244,13:33:36,BSE,B,BHARTIARTL,277,2854.48
CL0117,Ananya Sharma,CL0117@example.com,1772333820,11:24:29,NSE,S,ITC,3,2511.73
CL0117,Ananya Sharma,CL0117@example.com,1156479267,14:31:50,NSE,B,ITC,35,3761.11
CL0117,Ananya Sharma,CL0117@example.com,1717911874,09:13:25,BSE,B,HDFCBANK,395,989.19
CL0117,Ananya Sharma,CL0117@example.com,1465662360,11:15:22,BSE,B,SBIN,450,812.63
CL0117,Ananya Sharma,CL0117@example.com,1552555124,10:45:06,NSE,B,INFY,492,2016.68
CL0117,Ananya Sharma,CL0117@example.com,1254590238,13:21:58,NSE,B,INFY,274,3434.52
CL0117,Ananya Sharma,CL0117@example.com,1111021319,13:39:20,BSE,B,ITC,286,2287.73
CL0118,Ishaan Khan,CL0118@example.com,1571904845,10:46:16,BSE,B,SBIN,371,705.30
CL0118,Ishaan Khan,CL0118@example.com,1799140414,11:15:15,NSE,B,BHARTIARTL,282,3736.99
CL0118,Ishaan Khan,CL0118@example.com,1274357124,10:25:34,BSE,S,RELIANCE,352,145.71
CL0118,Ishaan Khan,CL0118@example.com,1793736878,12:01:11,BSE,S,INFY,254,2922.23
CL0118,Ishaan Khan,CL0118@example.com,1771561136,14:48:58,NSE,S,TATAMOTORS,252,132.73
CL0118,Ishaan Khan,CL0118@example.com,1254044908,11:56:04,BSE,S,RELIANCE,347,2742.14
CL0118,Ishaan Khan,CL0118@example.com,1416661156,12:05:37,BSE,S,WIPRO,250,2161.84
CL0119,Ananya Sharma,CL0119@example.com,1498687091,11:56:06,NSE,S,ICICIBANK,408,2293.86
CL0119,Ananya Sharma,CL0119@example.com,1271555549,09:56:13,BSE,B,TCS,302,3022.55
CL0119,Ananya Sharma,CL0119@example.com,1756891456,12:03:55,BSE,B,SBIN,56,3809.79
CL0119,Ananya Sharma,CL0119@example.com,1177209930,13:41:05,BSE,S,WIPRO,311,411.35
CL0119,Ananya Sharma,CL0119@example.com,1522925579,14:17:20,BSE,B,INFY,319,1953.51
CL0119,Ananya Sharma,CL0119@example.com,1825228517,12:14:43,NSE,B,TCS,377,987.00
CL0119,Ananya Sharma,CL0119@example.com,1173792597,10:00:48,BSE,S,INFY,33,3985.46
CL0119,Ananya Sharma,CL0119@example.com,1717729191,11:27:52,BSE,B,INFY,392,888.23
CL0119,Ananya Sharma,CL0119@example.com,1343948879,12:33:39,BSE,S,HDFCBANK,421,1675.06
CL0120,Rohan Singh,CL0120@example.com,1324663206,09:12:49,NSE,B,BHARTIARTL,214,2411.79
CL0120,Rohan Singh,CL0120@example.com,1693932624,10:47:15,NSE,S,ITC,384,1605.75
CL0120,Rohan Singh,CL0120@example.com,1599001272,14:23:06,BSE,S,SBIN,115,2953.91
CL0120,Rohan Singh,CL0120@example.com,1832415442,12:07:03,NSE,S,TATAMOTORS,481,2957.00
CL0120,Rohan Singh,CL0120@example.com,1471756833,12:16:26,BSE,B,SBIN,365,1321.29
CL0120,Rohan Singh,CL0120@example.com,1216867150,14:12:41,BSE,S,WIPRO,408,653.70
CL0120,Rohan Singh,CL0120@example.com,1975695580,11:38:53,NSE,B,INFY,133,2309.73
CL0121,Kabir Iyer,CL0121@example.com,1924954571,09:55:31,BSE,B,HDFCBANK,440,2333.22
CL0121,Kabir Iyer,CL0121@example.com,1460927358,10:35:44,NSE,S,TCS,239,3135.57
CL0121,Kabir Iyer,CL0121@example.com,1661539928,11:58:03,NSE,B,RELIANCE,492,1355.55
CL0121,Kabir Iyer,CL0121@example.com,1176559226,14:31:50,NSE,S,ICICIBANK,174,1119.98
CL0122,Aarav Khan,CL0122@example.com,1695270934,14:48:17,NSE,B,ITC,41,429.09
CL0122,Aarav Khan,CL0122@example.com,1972358036,13:33:13,BSE,S,SBIN,405,932.72
CL0122,Aarav Khan,CL0122@example.com,1803899807,12:15:35,NSE,S,BHARTIARTL,57,1966.92
CL0122,Aarav Khan,CL0122@example.com,1433510430,09:05:01,NSE,S,BHARTIARTL,63,3989.67
CL0122,Aarav Khan,CL0122@example.com,1678680800,10:00:52,BSE,S,RELIANCE,398,415.13
CL0122,Aarav Khan,CL0122@example.com,1658378911,11:23:34,BSE,S,ITC,127,1486.19
CL0123,Aarav Khan,CL0123@example.com,1196268604,14:00:15,NSE,B,RELIANCE,470,2381.78
CL0123,Aarav Khan,CL0123@example.com,1595647016,11:57:20,BSE,S,INFY,481,1750.45
CL0123,Aarav Khan,CL0123@example.com,1106305083,14:50:56,NSE,S,TATAMOTORS,18,1341.08
CL0123,Aarav Khan,CL0123@example.com,1389091684,14:07:04,NSE,S,TATAMOTORS,109,2404.72
CL0123,Aarav Khan,CL0123@example.com,1766949825,11:54:47,NSE,S,WIPRO,403,2969.61
CL0123,Aarav Khan,CL0123@example.com,1214548289,09:31:52,NSE,S,INFY,36,3216.02
CL0123,Aarav Khan,CL0123@example.com,1114252384,13:35:07,NSE,B,TATAMOTORS,364,1361.56
CL0123,Aarav Khan,CL0123@example.com,1709740216,12:11:29,BSE,B,ICICIBANK,309,1332.35
CL0124,Aarav Patel,CL0124@example.com,1782402458,09:20:39,BSE,B,INFY,71,1456.40
CL0124,Aarav Patel,CL0124@example.com,1790032905,12:11:43,NSE,S,WIPRO,235,2787.00
CL0124,Aarav Patel,CL0124@example.com,1713026333,12:23:15,NSE,B,WIPRO,460,1826.74
CL0124,Aarav Patel,CL0124@example.com,1665526992,12:44:24,BSE,S,ITC,381,1324.42
CL0124,Aarav Patel,CL0124@example.com,1208766619,10:07:16,BSE,B,SBIN,365,2141.44
CL0125,Vihaan Khan,CL0125@example.com,1945850180,09:27:26,NSE,B,ITC,201,1803.69
CL0125,Vihaan Khan,CL0125@example.com,1390177410,11:18:21,NSE,S,ICICIBANK,17,1765.15
CL0125,Vihaan Khan,CL0125@example.com,1966755692,13:05:44,NSE,B,HDFCBANK,162,1492.27
CL0125,Vihaan Khan,CL0125@example.com,1268978823,09:48:29,NSE,S,INFY,455,2117.21
CL0125,Vihaan Khan,CL0125@example.com,1294035292,10:07:34,BSE,B,HDFCBANK,21,102.34
CL0126,Rohan Gupta,CL0126@example.com,1331412196,12:42:09,BSE,B,WIPRO,322,362.03
CL0126,Rohan Gupta,CL0126@example.com,1695239698,13:06:35,NSE,B,BHARTIARTL,151,1165.44
CL0126,Rohan Gupta,CL0126@example.com,1911776244,11:02:42,BSE,B,SBIN,337,2808.75
CL0127,Meera Sharma,CL0127@example.com,1942478121,10:28:18,NSE,S,ITC,54,1224.10
CL0127,Meera Sharma,CL0127@example.com,1687701994,12:52:02,BSE,B,ICICIBANK,295,812.47
CL0127,Meera Sharma,CL0127@example.com,1816693402,09:14:53,NSE,S,SBIN,219,3771.61
CL0127,Meera Sharma,CL0127@example.com,1835907527,12:35:57,BSE,S,WIPRO,436,427.53
CL0127,Meera Sharma,CL0127@example.com,1191408335,13:02:01,BSE,B,INFY,32,1083.33
CL0128,Aarav Singh,CL0128@example.com,1926092053,13:44:36,BSE,B,HDFCBANK,339,2037.10
CL0128,Aarav Singh,CL0128@example.com,1237537688,10:29:32,BSE,S,TATAMOTORS,109,2977.41
CL0128,Aarav Singh,CL0128@example.com,1459381788,12:30:12,BSE,S,RELIANCE,435,346.37
CL0128,Aarav Singh,CL0128@example.com,1832433171,09:44:44,BSE,S,TATAMOTORS,472,1748.81
CL0128,Aarav Singh,CL0128@example.com,1639858020,10:11:55,BSE,B,SBIN,352,1906.20
CL0128,Aarav Singh,CL0128@example.com,1826369722,13:49:02,NSE,S,SBIN,361,1422.61
CL0128,Aarav Singh,CL0128@example.com,1782173806,11:17:24,NSE,S,INFY,23,3982.25
CL0128,Aarav Singh,CL0128@example.com,1740759577,13:16:08,BSE,S,RELIANCE,91,3669.17
CL0128,Aarav Singh,CL0128@example.com,1578749164,09:56:26,BSE,S,INFY,490,2271.23
CL0129,Rohan Das,CL0129@example.com,1833638010,10:36:12,BSE,S,TCS,61,1491.85
CL0129,Rohan Das,CL0129@example.com,1522971721,12:52:44,NSE,B,ITC,281,3294.65
